Drug,Country,Total_Observed,Total_Predicted
Erythromycin_I,Lithuania,69,68.9999999999998
Erythromycin_I,Malaysia,362,362.0000000000004
Erythromycin_I,Mexico,1443,1442.9999999999943
Erythromycin_I,Morocco,47,46.99999999999984
Erythromycin_I,Netherlands,196,196.00000000000026
Erythromycin_I,Nigeria,94,94.0000000000001
Erythromycin_I,Pakistan,16,15.999999999999991
Erythromycin_I,Panama,42,41.99999999999981
Erythromycin_I,Philippines,541,540.9999999999997
Erythromycin_I,Poland,733,733.0000000000001
Erythromycin_I,Portugal,1549,1549.0000000000016
Erythromycin_I,Romania,375,375.00000000000017
Erythromycin_I,Russia,1107,1106.9999999999973
Erythromycin_I,Saudi Arabia,45,45.00000000000034
Erythromycin_I,Serbia,6,5.999999999999997
Erythromycin_I,Singapore,37,36.9999999999999
Erythromycin_I,South Africa,759,759.0000000000008
Erythromycin_I,Spain,2152,2152.0000000000036
Erythromycin_I,Sweden,138,138.00000000000003
Erythromycin_I,Switzerland,79,79.00000000000006
Erythromycin_I,Taiwan,1427,1427.0000000000048
Erythromycin_I,Thailand,1009,1009.0000000000002
Erythromycin_I,Turkey,706,706
Erythromycin_I,Ukraine,67,67.00000000000009
Erythromycin_I,United Kingdom,841,840.9999999999983
Erythromycin_I,United States,5872,5872.000000000003
Erythromycin_I,Venezuela,826,826.0000000000008
Erythromycin_I,Vietnam,6,6.0000000000000195
Levofloxacin_I,Argentina,1973,1973.0000000000193
Levofloxacin_I,Australia,718,718.0000000000007
Levofloxacin_I,Austria,694,694.0000000000082
Levofloxacin_I,Belgium,2835,2835.000000000028
Levofloxacin_I,Brazil,1786,1786.0000000000168
Levofloxacin_I,Canada,1179,1179.000000000012
Levofloxacin_I,Chile,2068,2068.0000000000123
Levofloxacin_I,China,4978,4978.000000000023
Levofloxacin_I,Colombia,1052,1052.000000000016
Levofloxacin_I,Costa Rica,57,57.000000000000234
Levofloxacin_I,Croatia,880,880.0000000000091
Levofloxacin_I,Czech Republic,1846,1846.0000000000198
Levofloxacin_I,Denmark,402,402.000000000005
Levofloxacin_I,Dominican Republic,55,55.00000000000041
Levofloxacin_I,Finland,94,94.00000000000023
Levofloxacin_I,France,4633,4633.000000000056
Levofloxacin_I,Germany,4874,4874.000000000073
Levofloxacin_I,Greece,2770,2770.0000000000273
Levofloxacin_I,Guatemala,544,544.0000000000025
Levofloxacin_I,Hong Kong,329,329.0000000000017
Levofloxacin_I,Hungary,2052,2052.00000000002
Levofloxacin_I,India,956,956.0000000000097
Levofloxacin_I,Ireland,625,625.0000000000038
Levofloxacin_I,Israel,2022,2022.0000000000182
Levofloxacin_I,Italy,8591,8591.000000000104
Levofloxacin_I,Japan,929,929.0000000000095
Levofloxacin_I,Jordan,200,200.00000000000108
Levofloxacin_I,Kenya,165,164.9999999999996
Levofloxacin_I,"Korea, South",2194,2194.0000000000214
Levofloxacin_I,Kuwait,1644,1644.0000000000177
Levofloxacin_I,Latvia,270,269.9999999999985
Levofloxacin_I,Lithuania,250,250.00000000000492
Levofloxacin_I,Malaysia,544,544.0000000000063
Levofloxacin_I,Mexico,3639,3639.000000000044
Levofloxacin_I,Morocco,300,300.0000000000042
Levofloxacin_I,Netherlands,547,547.0000000000064
Levofloxacin_I,Nigeria,529,529.000000000005
Levofloxacin_I,Pakistan,288,288.000000000002
Levofloxacin_I,Panama,388,388.00000000000347
Levofloxacin_I,Philippines,1363,1363.000000000013
Levofloxacin_I,Poland,1394,1394.0000000000132
Levofloxacin_I,Portugal,3056,3056.0000000000286
Levofloxacin_I,Romania,913,913.0000000000099
Levofloxacin_I,Russia,2994,2994.000000000037
Levofloxacin_I,Saudi Arabia,167,167.00000000000207
Levofloxacin_I,Serbia,80,80.000000000001
Levofloxacin_I,Singapore,125,125.00000000000115
Levofloxacin_I,South Africa,1453,1453.0000000000143
Levofloxacin_I,Spain,7188,7188.0000000001755
Levofloxacin_I,Sweden,193,193.00000000000233
Levofloxacin_I,Switzerland,446,446.00000000000296
Levofloxacin_I,Taiwan,1561,1561.0000000000161
Levofloxacin_I,Thailand,1823,1823.000000000014
Levofloxacin_I,Turkey,1424,1424.0000000000148
Levofloxacin_I,Ukraine,180,180.00000000000003
Levofloxacin_I,United Kingdom,1370,1370.0000000000118
Levofloxacin_I,United States,14035,14035.000000000162
Levofloxacin_I,Venezuela,1458,1458.0000000000114
Levofloxacin_I,Vietnam,74,74.00000000000081
Linezolid_I,Argentina,1,0.9999999999999972
Linezolid_I,Austria,1,0.9999999999999999
Linezolid_I,Belgium,2,2.0000000000000013
Linezolid_I,Brazil,3,3.0000000000000004
Linezolid_I,Canada,1,1.0000000000000004
Linezolid_I,Chile,1,1.0000000000000004
Linezolid_I,China,6,6
Linezolid_I,Colombia,2,2.000000000000001
Linezolid_I,Croatia,2,1.9999999999999996
Linezolid_I,France,18,17.999999999999993
Linezolid_I,Germany,13,13.00000000000001
Linezolid_I,Greece,7,6.999999999999996
Linezolid_I,Hungary,1,1
Linezolid_I,India,3,3.000000000000002
Linezolid_I,Ireland,1,1.0000000000000016
Linezolid_I,Italy,14,14.000000000000004
Linezolid_I,Kuwait,1,1
Linezolid_I,Malaysia,1,0.9999999999999999
Linezolid_I,Mexico,3,3
Linezolid_I,Netherlands,1,1.0000000000000027
Linezolid_I,Panama,1,0.9999999999999991
Linezolid_I,Philippines,2,2.000000000000005
Linezolid_I,Poland,3,3.000000000000001
Linezolid_I,Portugal,3,3.000000000000001
Linezolid_I,Romania,4,4
Linezolid_I,Russia,3,2.9999999999999987
Linezolid_I,South Africa,4,4
Linezolid_I,Spain,40,40.00000000000004
Linezolid_I,Thailand,1,0.9999999999999999
Linezolid_I,Ukraine,1,1.0000000000000004
Linezolid_I,United States,12,12.000000000000007
Linezolid_I,Venezuela,5,5.000000000000004
Meropenem_I,Argentina,543,542.9999999999994
Meropenem_I,Australia,119,118.9999999999999
Meropenem_I,Austria,72,71.99999999999947
Meropenem_I,Belgium,452,451.9999999999983
Meropenem_I,Brazil,599,598.9999999999985
Meropenem_I,Canada,168,167.9999999999998
Meropenem_I,Chile,406,405.99999999999955
Meropenem_I,China,1566,1565.999999999998
Meropenem_I,Colombia,449,448.99999999999886
Meropenem_I,Costa Rica,8,7.999999999999985
Meropenem_I,Croatia,367,366.99999999999903
Meropenem_I,Czech Republic,293,292.99999999999767
Meropenem_I,Denmark,28,27.999999999999915
Meropenem_I,Dominican Republic,5,4.999999999999989
Meropenem_I,Finland,11,10.999999999999936
Meropenem_I,France,575,574.9999999999973
Meropenem_I,Germany,625,624.9999999999974
Meropenem_I,Greece,1075,1075
Meropenem_I,Guatemala,212,211.99999999999994
Meropenem_I,Hong Kong,106,105.9999999999995
Meropenem_I,Hungary,373,372.9999999999993
Meropenem_I,India,376,375.9999999999995
Meropenem_I,Ireland,95,94.9999999999999
Meropenem_I,Israel,294,293.99999999999915
Meropenem_I,Italy,2483,2482.999999999992
Meropenem_I,Japan,81,80.99999999999986
Meropenem_I,Jordan,101,100.99999999999946
Meropenem_I,Kenya,40,39.999999999999744
Meropenem_I,"Korea, South",444,443.9999999999989
Meropenem_I,Kuwait,461,460.99999999999875
Meropenem_I,Latvia,78,77.99999999999984
Meropenem_I,Lithuania,80,79.99999999999952
Meropenem_I,Malaysia,158,157.99999999999935
Meropenem_I,Mexico,813,812.9999999999987
Meropenem_I,Morocco,103,103.0000000000001
Meropenem_I,Netherlands,34,33.999999999999865
Meropenem_I,Nigeria,80,79.99999999999973
Meropenem_I,Pakistan,83,82.99999999999974
Meropenem_I,Panama,70,70.00000000000024
Meropenem_I,Philippines,325,324.9999999999987
Meropenem_I,Poland,253,252.9999999999991
Meropenem_I,Portugal,562,561.9999999999984
Meropenem_I,Romania,350,349.99999999999847
Meropenem_I,Russia,863,862.9999999999957
Meropenem_I,Saudi Arabia,68,67.99999999999967
Meropenem_I,Serbia,43,42.99999999999999
Meropenem_I,Singapore,31,30.999999999999723
Meropenem_I,South Africa,443,442.99999999999835
Meropenem_I,Spain,1463,1462.9999999999984
Meropenem_I,Sweden,29,28.99999999999993
Meropenem_I,Switzerland,33,32.99999999999988
Meropenem_I,Taiwan,346,345.99999999999915
Meropenem_I,Thailand,382,381.99999999999886
Meropenem_I,Turkey,542,541.999999999997
Meropenem_I,Ukraine,79,78.99999999999973
Meropenem_I,United Kingdom,176,175.9999999999991
Meropenem_I,United States,1641,1640.999999999996
Meropenem_I,Venezuela,330,329.99999999999915
Meropenem_I,Vietnam,39,38.99999999999993
Minocycline_I,Argentina,222,221.9999999999976
Minocycline_I,Australia,78,77.99999999999956
Minocycline_I,Austria,58,57.99999999999964
Minocycline_I,Belgium,455,454.99999999999767
Minocycline_I,Brazil,99,98.99999999999983
Minocycline_I,Canada,262,261.99999999999886
Minocycline_I,Chile,128,127.99999999999942
Minocycline_I,China,467,466.9999999999963
Minocycline_I,Colombia,186,185.9999999999993
Minocycline_I,Croatia,167,166.99999999999923
Minocycline_I,Czech Republic,144,143.99999999999923
Minocycline_I,Denmark,149,148.99999999999926
Minocycline_I,Finland,56,55.99999999999975
Minocycline_I,France,909,908.9999999999959
Minocycline_I,Germany,810,809.9999999999956
Minocycline_I,Greece,222,221.99999999999898
Minocycline_I,Guatemala,59,58.999999999999744
Minocycline_I,Hong Kong,50,49.99999999999987
Minocycline_I,Hungary,135,134.9999999999994
Minocycline_I,India,50,49.99999999999971
Minocycline_I,Ireland,118,117.99999999999945
Minocycline_I,Israel,49,48.99999999999973
Minocycline_I,Italy,1146,1145.9999999999918
Minocycline_I,Japan,205,204.999999999999
Minocycline_I,Jordan,40,39.99999999999979
Minocycline_I,Kenya,14,13.999999999999943
Minocycline_I,"Korea, South",376,375.99999999999784
Minocycline_I,Kuwait,113,112.99999999999923
Minocycline_I,Latvia,46,45.99999999999993
Minocycline_I,Lithuania,19,18.99999999999992
Minocycline_I,Malaysia,35,34.99999999999969
Minocycline_I,Mexico,224,223.99999999999892
Minocycline_I,Morocco,45,44.99999999999968
Minocycline_I,Netherlands,59,58.9999999999998
Minocycline_I,Nigeria,13,12.999999999999947
Minocycline_I,Pakistan,94,93.99999999999939
Minocycline_I,Panama,79,78.9999999999996
Minocycline_I,Philippines,99,98.99999999999949
Minocycline_I,Poland,100,99.99999999999949
Minocycline_I,Portugal,280,279.99999999999875
Minocycline_I,Romania,82,81.99999999999943
Minocycline_I,Russia,140,139.99999999999937
Minocycline_I,Saudi Arabia,35,34.99999999999965
Minocycline_I,Serbia,12,11.999999999999952
Minocycline_I,Singapore,31,30.999999999999986
Minocycline_I,South Africa,151,150.99999999999926
Minocycline_I,Spain,1069,1068.9999999999961
Minocycline_I,Sweden,35,34.99999999999993
Minocycline_I,Switzerland,95,94.99999999999964
Minocycline_I,Taiwan,169,168.99999999999903
Minocycline_I,Thailand,241,240.99999999999895
Minocycline_I,Turkey,135,134.99999999999972
Minocycline_I,United Kingdom,229,228.99999999999903
Minocycline_I,United States,3077,3076.999999999986
Minocycline_I,Venezuela,131,130.99999999999903
Minocycline_I,Vietnam,24,23.999999999999854
Penicillin_I,Argentina,51,50.99999999999992
Penicillin_I,Australia,66,65.99999999999997
Penicillin_I,Austria,11,10.999999999999988
Penicillin_I,Belgium,248,247.9999999999999
Penicillin_I,Brazil,42,42.000000000000014
Penicillin_I,Canada,190,189.99999999999997
Penicillin_I,Chile,98,98.00000000000001
Penicillin_I,China,347,346.9999999999999
Penicillin_I,Colombia,52,51.99999999999997
Penicillin_I,Croatia,59,58.9999999999999
Penicillin_I,Czech Republic,113,112.99999999999963
Penicillin_I,Denmark,35,34.99999999999994
Penicillin_I,Dominican Republic,1,1
Penicillin_I,Finland,17,17
Penicillin_I,France,464,463.9999999999996
Penicillin_I,Germany,542,542
Penicillin_I,Greece,73,72.99999999999993
Penicillin_I,Guatemala,5,5.000000000000001
Penicillin_I,Hong Kong,68,67.9999999999998
Penicillin_I,Hungary,99,98.99999999999984
Penicillin_I,India,40,39.99999999999996
Penicillin_I,Ireland,79,78.99999999999991
Penicillin_I,Israel,73,72.99999999999999
Penicillin_I,Italy,330,329.9999999999999
Penicillin_I,Japan,53,53
Penicillin_I,Jordan,15,14.999999999999986
Penicillin_I,Kenya,16,15.999999999999977
Penicillin_I,"Korea, South",244,244
Penicillin_I,Kuwait,103,102.99999999999991
Penicillin_I,Latvia,20,19.99999999999999
Penicillin_I,Lithuania,16,15.999999999999954
Penicillin_I,Malaysia,33,32.999999999999964
Penicillin_I,Mexico,115,115.00000000000007
Penicillin_I,Morocco,11,10.999999999999993
Penicillin_I,Netherlands,27,26.999999999999968
Penicillin_I,Pakistan,24,24.000000000000014
Penicillin_I,Panama,14,13.999999999999956
Penicillin_I,Philippines,14,13.999999999999996
Penicillin_I,Poland,43,42.999999999999936
Penicillin_I,Portugal,134,133.99999999999994
Penicillin_I,Romania,30,29.99999999999996
Penicillin_I,Russia,74,73.99999999999996
Penicillin_I,Saudi Arabia,18,17.999999999999986
Penicillin_I,Serbia,18,18
Penicillin_I,Singapore,8,8.000000000000002
Penicillin_I,South Africa,143,142.99999999999991
Penicillin_I,Spain,652,651.9999999999997
Penicillin_I,Sweden,24,23.999999999999986
Penicillin_I,Switzerland,78,78.00000000000003
Penicillin_I,Taiwan,246,245.9999999999996
Penicillin_I,Thailand,121,120.99999999999999
Penicillin_I,Turkey,76,75.99999999999994
Penicillin_I,Ukraine,1,0.9999999999999991
Penicillin_I,United Kingdom,107,106.99999999999999
Penicillin_I,United States,1362,1362.0000000000018
Penicillin_I,Venezuela,26,25.999999999999897
Penicillin_I,Vietnam,9,8.999999999999993
Piperacillin tazobactam_I,Argentina,1192,1191.9999999999957
Piperacillin tazobactam_I,Australia,311,311.0000000000005
Piperacillin tazobactam_I,Austria,199,199.0000000000006
Piperacillin tazobactam_I,Belgium,1180,1180.000000000004
Piperacillin tazobactam_I,Brazil,915,915.0000000000027
Piperacillin tazobactam_I,Canada,390,390.0000000000019
Piperacillin tazobactam_I,Chile,788,788.0000000000038
Piperacillin tazobactam_I,China,2066,2066.0000000000105
Piperacillin tazobactam_I,Colombia,740,740.0000000000053
Piperacillin tazobactam_I,Costa Rica,27,27.000000000000224
Piperacillin tazobactam_I,Croatia,488,488.0000000000033
Piperacillin tazobactam_I,Czech Republic,635,635.0000000000032
Piperacillin tazobactam_I,Denmark,173,173.0000000000006
Piperacillin tazobactam_I,Dominican Republic,5,5.000000000000013
Piperacillin tazobactam_I,Finland,33,32.99999999999995
Piperacillin tazobactam_I,France,1818,1818.0000000000057
Piperacillin tazobactam_I,Germany,1547,1547.0000000000023
Piperacillin tazobactam_I,Greece,1325,1325.0000000000114
Piperacillin tazobactam_I,Guatemala,280,280.00000000000136
Piperacillin tazobactam_I,Hong Kong,105,105.00000000000033
Piperacillin tazobactam_I,Hungary,622,622.0000000000052
Piperacillin tazobactam_I,India,504,504.0000000000041
Piperacillin tazobactam_I,Ireland,271,271.0000000000027
Piperacillin tazobactam_I,Israel,552,552.0000000000033
Piperacillin tazobactam_I,Italy,3677,3677.000000000032
Piperacillin tazobactam_I,Japan,148,147.99999999999991
Piperacillin tazobactam_I,Jordan,109,109.00000000000038
Piperacillin tazobactam_I,Kenya,61,61.0000000000008
Piperacillin tazobactam_I,"Korea, South",607,607.0000000000041
Piperacillin tazobactam_I,Kuwait,630,630.000000000003
Piperacillin tazobactam_I,Latvia,128,128.00000000000153
Piperacillin tazobactam_I,Lithuania,164,164.00000000000074
Piperacillin tazobactam_I,Malaysia,202,201.99999999999997
Piperacillin tazobactam_I,Mexico,1243,1243.000000000001
Piperacillin tazobactam_I,Morocco,199,199.0000000000011
Piperacillin tazobactam_I,Netherlands,122,121.99999999999977
Piperacillin tazobactam_I,Nigeria,220,220.00000000000057
Piperacillin tazobactam_I,Pakistan,141,141.00000000000063
Piperacillin tazobactam_I,Panama,129,129.00000000000057
Piperacillin tazobactam_I,Philippines,608,608.0000000000027
Piperacillin tazobactam_I,Poland,616,616.0000000000024
Piperacillin tazobactam_I,Portugal,1204,1204.0000000000061
Piperacillin tazobactam_I,Romania,491,491.00000000000347
Piperacillin tazobactam_I,Russia,1400,1400.0000000000036
Piperacillin tazobactam_I,Saudi Arabia,84,84.00000000000004
Piperacillin tazobactam_I,Serbia,52,52.0000000000002
Piperacillin tazobactam_I,Singapore,64,64.0000000000006
Piperacillin tazobactam_I,South Africa,626,626
Piperacillin tazobactam_I,Spain,2576,2576.000000000023
Piperacillin tazobactam_I,Sweden,63,63.00000000000032
Piperacillin tazobactam_I,Switzerland,131,131.0000000000006
Piperacillin tazobactam_I,Taiwan,589,589.0000000000002
Piperacillin tazobactam_I,Thailand,611,611.0000000000035
Piperacillin tazobactam_I,Turkey,916,916.0000000000007
Piperacillin tazobactam_I,Ukraine,108,108.00000000000028
Piperacillin tazobactam_I,United Kingdom,539,538.9999999999999
Piperacillin tazobactam_I,United States,4053,4053.000000000012
Piperacillin tazobactam_I,Venezuela,482,482.0000000000045
Piperacillin tazobactam_I,Vietnam,33,33.000000000000405
Tigecycline_I,Argentina,19,18.999999999999968
Tigecycline_I,Australia,6,6.000000000000007
Tigecycline_I,Austria,13,12.999999999999993
Tigecycline_I,Belgium,26,25.999999999999996
Tigecycline_I,Brazil,12,12.000000000000012
Tigecycline_I,Canada,10,10
Tigecycline_I,Chile,10,9.999999999999996
Tigecycline_I,China,77,77.00000000000004
Tigecycline_I,Colombia,6,5.999999999999998
Tigecycline_I,Croatia,6,5.999999999999998
Tigecycline_I,Czech Republic,21,20.999999999999996
Tigecycline_I,Denmark,7,6.999999999999995
Tigecycline_I,Dominican Republic,1,1
Tigecycline_I,France,39,39.00000000000002
Tigecycline_I,Germany,43,43
Tigecycline_I,Greece,66,65.99999999999999
Tigecycline_I,Guatemala,1,1.0000000000000049
Tigecycline_I,Hong Kong,1,0.9999999999999991
Tigecycline_I,Hungary,18,17.999999999999982
Tigecycline_I,India,4,3.9999999999999964
Tigecycline_I,Ireland,7,6.999999999999993
Tigecycline_I,Israel,27,26.999999999999986
Tigecycline_I,Italy,70,70.00000000000006
Tigecycline_I,Japan,4,4.0000000000000036
Tigecycline_I,Jordan,1,1.0000000000000004
Tigecycline_I,Kenya,3,3.000000000000005
Tigecycline_I,"Korea, South",12,12
Tigecycline_I,Kuwait,13,12.999999999999993
Tigecycline_I,Malaysia,4,4.0000000000000036
Tigecycline_I,Mexico,21,21.00000000000001
Tigecycline_I,Morocco,1,1.0000000000000016
Tigecycline_I,Netherlands,6,6.0000000000000036
Tigecycline_I,Nigeria,2,2.0000000000000058
Tigecycline_I,Pakistan,1,1.0000000000000004
Tigecycline_I,Panama,2,2.000000000000001
Tigecycline_I,Philippines,10,9.999999999999998
Tigecycline_I,Poland,12,11.999999999999998
Tigecycline_I,Portugal,12,12.000000000000002
Tigecycline_I,Romania,15,14.999999999999996
Tigecycline_I,Russia,17,17
Tigecycline_I,South Africa,11,11
Tigecycline_I,Spain,41,41.00000000000001
Tigecycline_I,Sweden,6,6.000000000000004
Tigecycline_I,Switzerland,2,2.000000000000006
Tigecycline_I,Taiwan,25,25
Tigecycline_I,Thailand,12,11.999999999999996
Tigecycline_I,Turkey,10,9.999999999999996
Tigecycline_I,Ukraine,5,5.000000000000005
Tigecycline_I,United Kingdom,10,9.999999999999991
Tigecycline_I,United States,162,162
Tigecycline_I,Venezuela,8,7.999999999999995
Tigecycline_I,Vietnam,1,0.9999999999999989
Vancomycin_I,Argentina,47,46.999999999999964
Vancomycin_I,Australia,17,17.00000000000004
Vancomycin_I,Austria,2,2.0000000000000013
Vancomycin_I,Belgium,23,23.00000000000003
Vancomycin_I,Brazil,45,45.00000000000007
Vancomycin_I,Canada,116,116.00000000000028
Vancomycin_I,Chile,61,61.000000000000085
Vancomycin_I,China,11,11.000000000000004
Vancomycin_I,Colombia,16,16.000000000000014
Vancomycin_I,Croatia,19,19.00000000000003
Vancomycin_I,Czech Republic,19,19.00000000000002
Vancomycin_I,Denmark,13,13.000000000000028
Vancomycin_I,France,3,3.0000000000000036
Vancomycin_I,Germany,125,125.00000000000037
Vancomycin_I,Greece,60,60.00000000000006
Vancomycin_I,Guatemala,1,1.0000000000000018
Vancomycin_I,Hungary,25,25.000000000000014
Vancomycin_I,India,12,12.00000000000001
Vancomycin_I,Ireland,58,58.00000000000005
Vancomycin_I,Israel,6,5.999999999999997
Vancomycin_I,Italy,103,103
Vancomycin_I,Jordan,3,3.000000000000005
Vancomycin_I,"Korea, South",31,31.00000000000006
Vancomycin_I,Kuwait,5,5.0000000000000036
Vancomycin_I,Latvia,13,13.000000000000005
Vancomycin_I,Lithuania,8,8.000000000000012
Vancomycin_I,Malaysia,3,3.000000000000003
Vancomycin_I,Mexico,77,77.00000000000009
Vancomycin_I,Pakistan,13,13.000000000000018
Vancomycin_I,Panama,8,8.000000000000018
Vancomycin_I,Philippines,4,4.000000000000017
Vancomycin_I,Poland,22,22.000000000000043
Vancomycin_I,Portugal,44,44.00000000000006
Vancomycin_I,Romania,20,20.000000000000025
Vancomycin_I,Russia,9,9.000000000000014
Vancomycin_I,Saudi Arabia,7,7.0000000000000115
Vancomycin_I,Serbia,11,11.000000000000018
Vancomycin_I,Singapore,5,5.000000000000006
Vancomycin_I,South Africa,2,2.0000000000000084
Vancomycin_I,Spain,8,8.000000000000009
Vancomycin_I,Switzerland,1,1.0000000000000027
Vancomycin_I,Taiwan,39,39.00000000000003
Vancomycin_I,Thailand,11,11.000000000000007
Vancomycin_I,Turkey,12,12.00000000000001
Vancomycin_I,United Kingdom,33,33.00000000000003
Vancomycin_I,United States,937,937.0000000000013
Vancomycin_I,Venezuela,7,7.000000000000001
Vancomycin_I,Vietnam,1,1.0000000000000036
